"year","state","state_po","state_fips","state_cen","state_ic","office","candidate","party_detailed","writein","candidatevotes","totalvotes","version","notes","party_simplified"
2008,"Alabama","AL",1,63,41,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1266546,2099819,"20210113",NA,"REPUBLICAN"
2008,"Alabama","AL",1,63,41,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,813479,2099819,"20210113",NA,"DEMOCRAT"
2008,"Alabama","AL",1,63,41,"US PRESIDENT","","INDEPENDENT",FALSE,16089,2099819,"20210113",NA,"OTHER"
2008,"Alabama","AL",1,63,41,"US PRESIDENT","","",TRUE,3705,2099819,"20210113",NA,"OTHER"
2008,"Alaska","AK",2,94,81,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,193841,326197,"20210113",NA,"REPUBLICAN"
2008,"Alaska","AK",2,94,81,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,123594,326197,"20210113",NA,"DEMOCRAT"
2008,"Alaska","AK",2,94,81,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,3783,326197,"20210113",NA,"OTHER"
2008,"Alaska","AK",2,94,81,"US PRESIDENT","","",TRUE,1730,326197,"20210113",NA,"OTHER"
2008,"Alaska","AK",2,94,81,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","ALASKAN INDEPENDENCE PARTY",FALSE,1660,326197,"20210113",NA,"OTHER"
2008,"Alaska","AK",2,94,81,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,1589,326197,"20210113",NA,"LIBERTARIAN"
2008,"Arizona","AZ",4,86,61,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1230111,2293475,"20210113",NA,"REPUBLICAN"
2008,"Arizona","AZ",4,86,61,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1034707,2293475,"20210113",NA,"DEMOCRAT"
2008,"Arizona","AZ",4,86,61,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,12555,2293475,"20210113",NA,"LIBERTARIAN"
2008,"Arizona","AZ",4,86,61,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,11301,2293475,"20210113",NA,"OTHER"
2008,"Arizona","AZ",4,86,61,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,3406,2293475,"20210113",NA,"OTHER"
2008,"Arizona","AZ",4,86,61,"US PRESIDENT","","",TRUE,1395,2293475,"20210113",NA,"OTHER"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,638017,1086617,"20210113",NA,"REPUBLICAN"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,422310,1086617,"20210113",NA,"DEMOCRAT"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,12882,1086617,"20210113",NA,"OTHER"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,4776,1086617,"20210113",NA,"LIBERTARIAN"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,4023,1086617,"20210113",NA,"OTHER"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,3470,1086617,"20210113",NA,"OTHER"
2008,"Arkansas","AR",5,71,42,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,1139,1086617,"20210113",NA,"OTHER"
2008,"California","CA",6,93,71,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,8274473,13561900,"20210113",NA,"DEMOCRAT"
2008,"California","CA",6,93,71,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,5011781,13561900,"20210113",NA,"REPUBLICAN"
2008,"California","CA",6,93,71,"US PRESIDENT","NADER, RALPH","PEACE & FREEDOM",FALSE,108381,13561900,"20210113",NA,"OTHER"
2008,"California","CA",6,93,71,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,67582,13561900,"20210113",NA,"LIBERTARIAN"
2008,"California","CA",6,93,71,"US PRESIDENT","KEYES, ALAN","AMERICAN INDEPENDENT PARTY",FALSE,40673,13561900,"20210113",NA,"OTHER"
2008,"California","CA",6,93,71,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,38774,13561900,"20210113",NA,"OTHER"
2008,"California","CA",6,93,71,"US PRESIDENT","","INDEPENDENT",TRUE,20236,13561900,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1288576,2401361,"20210113",NA,"DEMOCRAT"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1073589,2401361,"20210113",NA,"REPUBLICAN"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,13350,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,10897,2401361,"20210113",NA,"LIBERTARIAN"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,6233,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","KEYES, ALAN","AMERICA'S INDEPENDENT PARTY",FALSE,3051,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,2822,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","MCENULTY, FRANK","UNAFFILIATED",FALSE,828,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","JAY, CHARLES","BOSTON TEA PARTY",FALSE,598,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","ALLEN, JONATHAN","HEARTQUAKE '08",FALSE,348,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","STEVENS, THOMAS R.","OBJECTIVIST PARTY",FALSE,336,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","MOORE, BRIAN","SOCIALIST",FALSE,226,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,158,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","HARRIS, JAMES","SOCIALIST WORKERS",FALSE,154,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","LYTTLE, BRADFORD","U.S. PACIFIST PARTY",FALSE,110,2401361,"20210113",NA,"OTHER"
2008,"Colorado","CO",8,84,62,"US PRESIDENT","AMONDSON, GENE","PROHIBITION",FALSE,85,2401361,"20210113",NA,"OTHER"
2008,"Connecticut","CT",9,16,1,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,997772,1646792,"20210113",NA,"DEMOCRAT"
2008,"Connecticut","CT",9,16,1,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,629428,1646792,"20210113",NA,"REPUBLICAN"
2008,"Connecticut","CT",9,16,1,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,19162,1646792,"20210113",NA,"OTHER"
2008,"Connecticut","CT",9,16,1,"US PRESIDENT","","",TRUE,430,1646792,"20210113",NA,"OTHER"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,255459,412412,"20210113",NA,"DEMOCRAT"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,152374,412412,"20210113",NA,"REPUBLICAN"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,2401,412412,"20210113",NA,"OTHER"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,1109,412412,"20210113",NA,"LIBERTARIAN"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,626,412412,"20210113",NA,"OTHER"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,385,412412,"20210113",NA,"OTHER"
2008,"Delaware","DE",10,51,11,"US PRESIDENT","CALERO, ROGER","SOCIALIST WORKERS",FALSE,58,412412,"20210113",NA,"OTHER"
2008,"District of Columbia","DC",11,53,55,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,245800,265853,"20210113",NA,"DEMOCRAT"
2008,"District of Columbia","DC",11,53,55,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,17367,265853,"20210113",NA,"REPUBLICAN"
2008,"District of Columbia","DC",11,53,55,"US PRESIDENT","","",TRUE,1138,265853,"20210113",NA,"OTHER"
2008,"District of Columbia","DC",11,53,55,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,958,265853,"20210113",NA,"OTHER"
2008,"District of Columbia","DC",11,53,55,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,590,265853,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,4282074,8390744,"20210113",NA,"DEMOCRAT"
2008,"Florida","FL",12,59,43,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,4045624,8390744,"20210113",NA,"REPUBLICAN"
2008,"Florida","FL",12,59,43,"US PRESIDENT","NADER, RALPH","ECOLOGY PARTY OF Florida",FALSE,28124,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,17218,8390744,"20210113",NA,"LIBERTARIAN"
2008,"Florida","FL",12,59,43,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,7915,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,2887,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","KEYES, ALAN","AMERICA'S INDEPENDENT PARTY",FALSE,2550,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,1516,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","JAY, CHARLES","BOSTON TEA PARTY",FALSE,795,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","CALERO, ROGER","SOCIALIST WORKERS",FALSE,533,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","STEVENS, THOMAS R.","OBJECTIVIST PARTY",FALSE,419,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","MOORE, BRIAN","SOCIALIST",FALSE,405,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","","",TRUE,391,8390744,"20210113",NA,"OTHER"
2008,"Florida","FL",12,59,43,"US PRESIDENT","AMONDSON, GENE","PROHIBITION",FALSE,293,8390744,"20210113",NA,"OTHER"
2008,"Georgia","GA",13,58,44,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,2048759,3924486,"20210113",NA,"REPUBLICAN"
2008,"Georgia","GA",13,58,44,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1844123,3924486,"20210113",NA,"DEMOCRAT"
2008,"Georgia","GA",13,58,44,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,28731,3924486,"20210113",NA,"LIBERTARIAN"
2008,"Georgia","GA",13,58,44,"US PRESIDENT","","",TRUE,1715,3924486,"20210113",NA,"OTHER"
2008,"Georgia","GA",13,58,44,"US PRESIDENT","","INDEPENDENT",TRUE,1158,3924486,"20210113",NA,"OTHER"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,325871,456064,"20210113",NA,"DEMOCRAT"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,120566,456064,"20210113",NA,"REPUBLICAN"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,3825,456064,"20210113",NA,"OTHER"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","BLANK VOTE","",FALSE,2193,456064,"20210113",NA,"OTHER"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,1314,456064,"20210113",NA,"LIBERTARIAN"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,1013,456064,"20210113",NA,"OTHER"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,979,456064,"20210113",NA,"OTHER"
2008,"Hawaii","HI",15,95,82,"US PRESIDENT","OVER VOTE","",FALSE,303,456064,"20210113",NA,"OTHER"
2008,"Idaho","ID",16,82,63,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,403012,655122,"20210113",NA,"REPUBLICAN"
2008,"Idaho","ID",16,82,63,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,236440,655122,"20210113",NA,"DEMOCRAT"
2008,"Idaho","ID",16,82,63,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,7175,655122,"20210113",NA,"OTHER"
2008,"Idaho","ID",16,82,63,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,4747,655122,"20210113",NA,"OTHER"
2008,"Idaho","ID",16,82,63,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,3658,655122,"20210113",NA,"LIBERTARIAN"
2008,"Idaho","ID",16,82,63,"US PRESIDENT","","",TRUE,90,655122,"20210113",NA,"OTHER"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,3419348,5522371,"20210113",NA,"DEMOCRAT"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,2031179,5522371,"20210113",NA,"REPUBLICAN"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,30948,5522371,"20210113",NA,"OTHER"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,19642,5522371,"20210113",NA,"LIBERTARIAN"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,11838,5522371,"20210113",NA,"OTHER"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,8256,5522371,"20210113",NA,"OTHER"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","","NEW",FALSE,1149,5522371,"20210113",NA,"OTHER"
2008,"Illinois","IL",17,33,21,"US PRESIDENT","","",TRUE,11,5522371,"20210113",NA,"OTHER"
2008,"Indiana","IN",18,32,22,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1374039,2751054,"20210113",NA,"DEMOCRAT"
2008,"Indiana","IN",18,32,22,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1345648,2751054,"20210113",NA,"REPUBLICAN"
2008,"Indiana","IN",18,32,22,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,29257,2751054,"20210113",NA,"LIBERTARIAN"
2008,"Indiana","IN",18,32,22,"US PRESIDENT","","",TRUE,1201,2751054,"20210113",NA,"OTHER"
2008,"Indiana","IN",18,32,22,"US PRESIDENT","NADER, RALPH","INDEPENDENT",TRUE,909,2751054,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,828940,1537123,"20210113",NA,"DEMOCRAT"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,682379,1537123,"20210113",NA,"REPUBLICAN"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","NADER, RALPH","PEACE & FREEDOM",FALSE,8014,1537123,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","","",TRUE,6737,1537123,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,4590,1537123,"20210113",NA,"LIBERTARIAN"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,4445,1537123,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,1423,1537123,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","HARRIS, JAMES","SOCIALIST WORKERS",FALSE,292,1537123,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","MOORE, BRIAN","SOCIALIST",FALSE,182,1537123,"20210113",NA,"OTHER"
2008,"Iowa","IA",19,42,31,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,121,1537123,"20210113",NA,"OTHER"
2008,"Kansas","KS",20,47,32,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,699655,1235872,"20210113",NA,"REPUBLICAN"
2008,"Kansas","KS",20,47,32,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,514765,1235872,"20210113",NA,"DEMOCRAT"
2008,"Kansas","KS",20,47,32,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,10598,1235872,"20210113",NA,"OTHER"
2008,"Kansas","KS",20,47,32,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,6706,1235872,"20210113",NA,"LIBERTARIAN"
2008,"Kansas","KS",20,47,32,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","REFORM PARTY",FALSE,4148,1235872,"20210113",NA,"OTHER"
2008,"Kentucky","KY",21,61,51,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1048462,1826620,"20210113",NA,"REPUBLICAN"
2008,"Kentucky","KY",21,61,51,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,751985,1826620,"20210113",NA,"DEMOCRAT"
2008,"Kentucky","KY",21,61,51,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,15378,1826620,"20210113",NA,"OTHER"
2008,"Kentucky","KY",21,61,51,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,5989,1826620,"20210113",NA,"LIBERTARIAN"
2008,"Kentucky","KY",21,61,51,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,4694,1826620,"20210113",NA,"OTHER"
2008,"Kentucky","KY",21,61,51,"US PRESIDENT","","",TRUE,112,1826620,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1148275,1960761,"20210113",NA,"REPUBLICAN"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,782989,1960761,"20210113",NA,"DEMOCRAT"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","PAUL, RONALD """"RON""""","Louisiana TAXPAYERS PARTY",FALSE,9368,1960761,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,9187,1960761,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,6997,1960761,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,2581,1960761,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","HARRIS, JAMES","SOCIALIST WORKERS",FALSE,735,1960761,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","LA RIVA, GLORIA ESTELLA","SOCIALISM AND LIBERATION PARTY",FALSE,354,1960761,"20210113",NA,"OTHER"
2008,"Louisiana","LA",22,72,45,"US PRESIDENT","AMONDSON, GENE","PROHIBITION",FALSE,275,1960761,"20210113",NA,"OTHER"
2008,"Maine","ME",23,11,2,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,421923,731163,"20210113",NA,"DEMOCRAT"
2008,"Maine","ME",23,11,2,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,295273,731163,"20210113",NA,"REPUBLICAN"
2008,"Maine","ME",23,11,2,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,10636,731163,"20210113",NA,"OTHER"
2008,"Maine","ME",23,11,2,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,2900,731163,"20210113",NA,"OTHER"
2008,"Maine","ME",23,11,2,"US PRESIDENT","OTHER","",FALSE,431,731163,"20210113",NA,"OTHER"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1629467,2631596,"20210113",NA,"DEMOCRAT"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,959862,2631596,"20210113",NA,"REPUBLICAN"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,14713,2631596,"20210113",NA,"OTHER"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,9842,2631596,"20210113",NA,"LIBERTARIAN"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","","",TRUE,9205,2631596,"20210113",NA,"OTHER"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,4747,2631596,"20210113",NA,"OTHER"
2008,"Maryland","MD",24,52,52,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,3760,2631596,"20210113",NA,"OTHER"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1904097,3102995,"20210113",NA,"DEMOCRAT"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1108854,3102995,"20210113",NA,"REPUBLICAN"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,28841,3102995,"20210113",NA,"OTHER"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","BLANK VOTE/SCATTERING","",FALSE,22010,3102995,"20210113",NA,"OTHER"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","OTHER","",FALSE,14483,3102995,"20210113",NA,"OTHER"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,13189,3102995,"20210113",NA,"LIBERTARIAN"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,6550,3102995,"20210113",NA,"OTHER"
2008,"Massachusetts","MA",25,14,3,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,4971,3102995,"20210113",NA,"OTHER"
2008,"Michigan","MI",26,34,23,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,2872579,5001596,"20210113",NA,"DEMOCRAT"
2008,"Michigan","MI",26,34,23,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,2048639,5001596,"20210113",NA,"REPUBLICAN"
2008,"Michigan","MI",26,34,23,"US PRESIDENT","NADER, RALPH","NATURAL LAW",FALSE,33085,5001596,"20210113",NA,"OTHER"
2008,"Michigan","MI",26,34,23,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,23716,5001596,"20210113",NA,"LIBERTARIAN"
2008,"Michigan","MI",26,34,23,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","U.S. TAXPAYERS PARTY",FALSE,14685,5001596,"20210113",NA,"OTHER"
2008,"Michigan","MI",26,34,23,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,8892,5001596,"20210113",NA,"OTHER"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,1573354,2910369,"20210113",NA,"DEMOCRAT"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1275409,2910369,"20210113",NA,"REPUBLICAN"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,30152,2910369,"20210113",NA,"OTHER"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","","",TRUE,9529,2910369,"20210113",NA,"OTHER"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,9174,2910369,"20210113",NA,"LIBERTARIAN"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,6787,2910369,"20210113",NA,"OTHER"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,5174,2910369,"20210113",NA,"OTHER"
2008,"Minnesota","MN",27,41,33,"US PRESIDENT","CALERO, ROGER","SOCIALIST WORKERS",FALSE,790,2910369,"20210113",NA,"OTHER"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,724597,1289865,"20210113",NA,"REPUBLICAN"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","OBAMA, BARACK H.","DEMOCRAT",FALSE,554662,1289865,"20210113",NA,"DEMOCRAT"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","NADER, RALPH","INDEPENDENT",FALSE,4011,1289865,"20210113",NA,"OTHER"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","BALDWIN, CHARLES """"CHUCK""""","CONSTITUTION PARTY",FALSE,2551,1289865,"20210113",NA,"OTHER"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","BARR, BOB","LIBERTARIAN",FALSE,2529,1289865,"20210113",NA,"LIBERTARIAN"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","MCKINNEY, CYNTHIA","GREEN",FALSE,1034,1289865,"20210113",NA,"OTHER"
2008,"Mississippi","MS",28,64,46,"US PRESIDENT","WEILL, TED","REFORM PARTY",FALSE,481,1289865,"20210113",NA,"OTHER"
2008,"Missouri","MO",29,43,34,"US PRESIDENT","MCCAIN, JOHN","REPUBLICAN",FALSE,1445814,2925205,"20210113",NA,"REPUBLICAN"
